1,BVM Benguluru,600063,Benguluru,2,1,2,1
4,BVM Hyderabad,786547,Hyderabad,4,1,4,1
2,BVM Chennai,600118,Chennai,1,1,1,1
3,BVM Pondichery,600118,Pondichery,3,1,1,1
