3,"Notches-Yes-(0 to2'")"
4,"Notches-No-(2'"-And Above)"
5,Fungus-Ok
6,Fungus-No
7,Tolerance-Yes-3MM
8,Tolerance-Yes-6MM
2,"Air Crack-No-(6'"-and Above)"
1,"Air Crack-Yes-(0 to 6'")"
